501,1373
1001,1272
1502,1224
2006,1272
2507,1093
3007,1368
3508,1392
4009,1756
4511,1505
5015,1081
5516,1216
6017,1532
6519,1490
7021,1357
7524,1482
8048,1145
8548,1464
9051,1521
9552,1752
10053,1540
10553,1216
11054,1117
11559,1500
12060,1200
12563,1558
13064,1125
13567,1375
14070,1314
14572,1165
15072,1336
15578,1520
16079,1237
16581,1253
17082,1325
17584,1540
18214,585
18715,1165
19220,984
19722,1067
20222,1176
20723,1224
21224,1021
21724,904
22227,924
22731,1041
23231,816
23736,1031
24237,1037
24738,910
25238,968
25741,741
26245,811
26746,1152
27247,1005
27748,1061
28254,950
28758,944
29262,946
29762,984
30265,1027
30773,946
31274,1061
31778,906
32281,922
32783,1107
33286,1107
33786,920
34288,964
34790,1043
35294,930
35796,980
36299,940
36801,972
37302,1128
37803,1013
38306,1019
38807,886
39309,1053
39813,1079
40313,848
40814,1056
41317,819
41820,780
42322,958
42826,992
43327,840
43828,1173
44329,1120
44832,1240
45332,1144
45833,1256
46333,1064
46834,1312
47337,1195
47841,1017
48346,1196
48846,1184
49347,1632
49850,1338
50350,1704
50850,1344
51359,1307
51860,1141
52361,1448
52862,1424
53365,1402
53865,1640
54367,1577
54869,1521
55371,1461
55874,1375
56377,1235
56880,1362
57380,1296
57882,1508
58383,1688
58884,1796
59385,1416
59885,1400
60387,1357
60890,1386
61393,1163
61895,1139
62396,1424
62898,1577
63400,1832
63901,1485
64402,1256
64902,1352
65402,1296
65902,1424
66409,1238
66911,1529
67419,1380
67921,1612
68421,1968
68923,1596
69423,1368
69924,1325
70425,1400
70925,1400
71425,1440
71926,1208
72426,1152
72931,1409
73433,1421
73935,1365
74436,1245
74936,1320
75439,1227
75941,1370
76442,1248
76943,1696
77446,1487
77950,1375
78461,1260
78961,1280
79465,970
79966,1560
80466,1400
80969,1375
81471,1572
81971,1552
82471,1568
82972,1776
83473,1504
83973,1576
84475,1796
84977,1705
85479,1421
85980,1636
86481,1488
86983,1880
87486,1741
87987,1700
88489,1752
88997,1254
89497,928
89998,1096
90502,1071
91003,1405
91505,1061
92009,1137
92510,1184
93013,1633
93514,1405
94025,1152
94529,1009
95032,922
95539,1372
96041,1133
96542,998
97044,988
97546,1381
98049,1155
98552,1137
99057,1023
99560,1067
100061,1144
100564,1298
101064,1264
101567,1083
102068,1000
102569,1205
103070,1261
103574,1089
104079,1015
104582,996
105082,1064
105584,1561
106087,1115
106590,1176
107092,1083
107595,1105
108100,1333
108602,1115
109104,1165
109607,954
110114,1264
110617,1447
111124,1057
111626,1043
112127,1088
112629,1197
113132,1322
113636,1087
114139,1025
114642,1033
115143,1120
115646,1272
116148,1250
116652,1073
117153,1141
117653,1040
118154,1304
118655,1205
119157,1003
119663,1037
120164,1013
120664,1144
121165,1128
121667,1059
122171,962
122675,1373
123177,1405
123678,1000
124181,1290
124681,1512
125186,1285
125688,1123
126192,1079
126693,1269
127195,1269
127696,1120
128200,1081
128702,1051
129205,1211
129706,1240
130206,1200
130707,1128
131207,1496
131708,1261
132209,992
132714,1148
133215,1160
133716,1365
134219,1274
134720,1160
135222,1107
135723,1101
136224,1360
136725,1532
137227,1381
137728,1692
138229,1288
138731,1306
139233,1508
139735,1585
140237,1748
140738,1844
141238,1568
141739,1464
142242,1410
142742,1576
143243,1376
143747,1240
144251,1023
144753,1083
145257,1073
145758,1045
146259,1240
146760,1248
147264,1073
147765,1021
148265,1696
148766,1800
149266,1120
149768,1298
150269,1032
150772,980
151272,1144
151774,1155
152283,1023
152784,1005
153288,1001
153788,1152
154289,1040
154791,1187
155294,1258
155796,1266
156297,1344
156803,1201
157305,1237
157806,1045
158308,1171
158814,998
159315,974
159815,912
160316,1000
160823,1106
161324,1117
161828,1001
162330,980
162835,1031
163338,978
163841,1243
164342,886
164845,1067
165345,992
165846,1053
166349,906
166853,723
167357,850
167858,1061
168370,1111
168871,1461
169371,1608
169873,1093
170373,696
170876,788
171381,880
171883,1397
172384,790
172887,1001
173391,866
173893,836
174397,1001
174897,904
175406,1070
175907,838
176410,988
176910,1160
177431,769
177932,1005
178436,986
178939,1025
